Company Code,Company Name,Order Number,Material Number,Material Description,Plant,Plant Name,Work Center ID,Operation Short Text,Operation/Activity Number,Created By,Created Date,Posting Date,Basic Finish Date,Basic Start Date,Reservation Number,Reservation Item,Storage Location,Purchase Document Item Number,Purchase Document Number,Vendor Code,Movement Type,MRP Controller,Planned output quantity,Requirement Quantity,Unit Measure,Withdrawn Quantity,Actual yield (confirmed),Actual_Yield_Percent,Actual_Loss_Percent,Standard_Yield_Loss
1000,CJSJ LTD,600064651,2601035,STAR SCREW 5X20,1004,"CJSJ Works, Mangrol",10001318,maintainence work finished and trial don,10,C_1100868,08-10-2025,08-10-2025,01-12-2024,01-12-2024,93697,42,1,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600064651,2600799,BEARING UCP 208,1015,CJSJ Pearl,10001318,maintainence work finished and trial don,10,C_1100868,08-10-2025,08-10-2025,01-12-2024,01-12-2024,93697,43,1,,0,,261,,1,10,KG,10,0,0,100,90
1000,CJSJ LTD,600064651,'000000000092107268,Inserts SPMT 060205 PD PC5300:Korloy,1001,"CJSJ Works, Nashik",10001318,maintainence work finished and trial don,10,C_1100868,08-10-2025,08-10-2025,01-12-2024,01-12-2024,93697,44,1,,0,,261,,1,10,L,10,0,0,100,90
1000,CJSJ LTD,600064651,2600270,TEE SEAMLESS MS 20MM,1004,"CJSJ Works, Mangrol",10001318,maintainence work finished and trial don,10,C_1100868,08-10-2025,08-10-2025,01-12-2024,01-12-2024,93697,45,1,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600070880,2600829,BEARING 1211K,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,1,1,,0,,261,,1,150,L,0,0,0,100,99.33333333
1000,CJSJ LTD,600070880,2600733,SILICON RUBBER SHEET SIZE:1000X200,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,2,1,,0,,261,,1,150,L,150,0,0,100,99.33333333
1000,CJSJ LTD,600070880,2600650,KEY ROD 12X8,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,3,1,,0,,261,,1,160,L,160,0,0,100,99.375
1000,CJSJ LTD,600070880,2200274,BREAKER CORE 70MM ID-200MM SQ,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,4,1,,0,,261,,1,120,L,120,0,0,100,99.16666667
1000,CJSJ LTD,600070880,2600958,HOOK PINION GEAR FOR SHOT BLAST,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,5,1,,0,,261,,1,120,L,120,0,0,100,99.16666667
1000,CJSJ LTD,600070880,2200250,MS CHILLS 40x40X40MM,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,6,1,,0,,261,,1,4,PAA,4,0,0,100,75
1000,CJSJ LTD,600070880,2600050,CONTROL GAUGE DRG NO:16613030208,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,7,1,,0,,261,,1,150,L,0,0,0,100,99.33333333
1000,CJSJ LTD,600070880,2200019,SILICON CARBIDE,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,8,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2601290,LOCK PLATE P/NO:512505100 FOR FORKLIFT,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,9,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2600788,BEARING F-210,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,10,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2600726,DM WATER ION EXCHANGER-RESIN INDIO,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,11,1,,0,,261,,1,15,NO,15,0,0,100,93.33333333
1000,CJSJ LTD,600070880,2600938,BUSH GUN METAL,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,12,1,,0,,261,,1,4,ROL,4,0,0,100,75
1000,CJSJ LTD,600070880,2200325,SLEEVE KALMINEX 108 ND2.5,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,13,1,,0,,261,,1,4,NO,4,0,0,100,75
1000,CJSJ LTD,600070880,2601008,"CIRCLIP INTERNAL,ID 28MM",1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,14,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2600763,BEARING 607zz,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,15,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2600748,BALL BEARING 6205 2Z C3,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,16,1,,0,,261,,1,20,PAA,20,0,0,100,95
1000,CJSJ LTD,600070880,2601107,MS Square Bar - 40 mm  x 40 mm,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,17,1,,0,,261,,1,5,PAC,5,0,0,100,80
1000,CJSJ LTD,600070880,2500229,CCTV 24 CAMERA WITH COMPLETE UNIT,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,18,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2500096,"INDUCTION MOTOR 3P,SQ CG,90KW,2978 ATLAS",1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,19,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2601103,PIPE MS OD:25MM,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,21,1,,0,,261,,1,10,NO,0,0,0,100,90
1000,CJSJ LTD,600070880,2600030,GEAR HOUSING P/NO:1605806466,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,23,1,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600070880,2601251,"FILTER ACID/RESIN IN/OUT 3/4""G-1411GR232",1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,24,1,,0,,261,,1,5,KG,0,0,0,100,80
1000,CJSJ LTD,600070880,2600224,CATHODE KB AIR FOR ADOR MACHINE,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,25,1,,0,,261,,1,10,NO,0,0,0,100,90
1000,CJSJ LTD,600070880,2500394,Cable1.5sqmm(180)mtrs,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,26,,,0,,261,,1,150,L,150,0,0,100,99.33333333
1000,CJSJ LTD,600070880,2600435,WINCH ROPE P/NO:22-C3-050A,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,27,,,0,,261,,1,2,PAA,0,0,0,100,50
1000,CJSJ LTD,600070880,2600122,PNUEMATIC CYLINDER BORE 63DIA,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,28,,,0,,261,,1,100,NO,0,0,0,100,99
1000,CJSJ LTD,600070880,2200135,LABYRINTH RING-1209-01-211-034,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,29,,,0,,261,,1,130,NO,0,0,0,100,99.23076923
1000,CJSJ LTD,600070880,2200117,GRADE GGG40.3 BRIQUETTE SCRAP (WHITE),1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,30,,,0,,261,,1,130,NO,130,0,0,100,99.23076923
1000,CJSJ LTD,600070880,2200315,SLEEVE KALMINEX 108 70X100 (O),1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,31,1,,0,,261,,1,400,M,0,0,0,100,99.75
1000,CJSJ LTD,600070880,2600668,"PIPE WRENCH 10""",1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,32,,,0,,261,,1,210,M,0,0,0,100,99.52380952
1000,CJSJ LTD,600070880,2601004,BOLT HEX MS M6X100MM.,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,33,1,,0,,261,,1,210,M,210,0,0,100,99.52380952
1000,CJSJ LTD,600070880,'000000000092318109,CPVC 2   INCH 90 DEGREE BEND.,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,34,1,,0,,261,,1,210,M,210,0,0,100,99.52380952
1000,CJSJ LTD,600070880,2600007,ROTOR BLADE CP-3050,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,35,,,0,,261,,1,50,NO,0,0,0,100,98
1000,CJSJ LTD,600070880,'000000000092107269,Inserts XOMT 060204 PD PC5300:Korloy,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,36,1,,0,,261,,1,50,NO,50,0,0,100,98
1000,CJSJ LTD,600070880,2200430,SLEEVE KALMINEX 108 120 X 150 (O),1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,37,1,,0,,261,,1,100,NO,0,0,0,100,99
1000,CJSJ LTD,600070880,2600340,PILOT VALVE 3/2 WAY SIZE:1/8 MAKE:FESTO,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,38,,,0,,261,,1,100,NO,100,0,0,100,99
1000,CJSJ LTD,600070880,2200278,CERAMIC TUBE Ø60x150,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,39,1,,0,,261,,1,150,L,150,0,0,100,99.33333333
1000,CJSJ LTD,600070880,2600886,CT DRIVE GEAR WHEEL ASY  5TON CRANE.,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,40,1,,0,,261,,1,25,NO,25,0,0,100,96
1000,CJSJ LTD,600070880,'000000000092318142,GI 1/2 INCH MTA.,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,41,1,,0,,261,,1,25,NO,25,0,0,100,96
1000,CJSJ LTD,600070880,2601123,BEARING ROLER NU215ECP,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,42,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600070880,2500080,Chiller Model no WC 150000-407-T-STMS-AC,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,43,1,,0,,261,,1,200,L,200,0,0,100,99.5
1000,CJSJ LTD,600070880,2600191,"FLANGE MS 125MMØ,DRG NO:2506T0433C",1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,44,STYD,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600070880,2600955,GEAR BOX 3SNU ELECON WORM GEAR,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,45,1,,0,,261,,1,10,BAG,10,0,0,100,90
1000,CJSJ LTD,600070880,2200195,REF. STRAIGHT ID F40X200mm LENGTH,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,46,,,0,,261,,1,20,NO,20,0,0,100,95
1000,CJSJ LTD,600070880,2500175,SILO 46TON CAPACITY,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,47,,,0,,261,,1,6,PAC,6,0,0,100,83.33333333
1000,CJSJ LTD,600070880,2200144,LPG,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,48,,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2200400,ZIRCON SOLVENT BASE PAINT Zircofluid1219,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,49,,,0,,261,,1,4,ROL,4,0,0,100,75
1000,CJSJ LTD,600070880,2600902,BRAKE LINER FOR DAT-150XH,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,50,,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2600462,O'RING FOR TRACTOR,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,51,,,0,,261,,1,150,NO,0,0,0,100,99.33333333
1000,CJSJ LTD,600070880,2600114,ALLEN BOLT M10X75,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,52,,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600070880,2500376,DIGITAL WEIGHING SCALE 5T CAPMODEL-LD5,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,53,,,0,,261,,1,5,KG,5,0,0,100,80
1000,CJSJ LTD,600070880,2300031,SCRAP BORING/TURNING,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,54,,,0,,261,,1,20,PAC,20,0,0,100,95
1000,CJSJ LTD,600070880,2600796,BEARING SLEEVE P/NO:H2309,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,55,,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600070880,2200268,RESIN FURAN - KAO LIGHTNER EF-51BS-IRON,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,12-12-2024,12-12-2024,101568,56,,,0,,261,,1,5,NO,0,0,0,100,80
1000,CJSJ LTD,600072254,'000000000095123442,TMEIC/8387/IDTR/50CRCA,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,1,1,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600072254,2600228,"NOZZLE LK AIR 130A,GOUGING",1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,2,1,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600072254,2601186,BEARING 6003 2Z,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,3,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600072254,2500370,"DELL OPTIPLEX DESKTOP I5,16GB,512SSD",1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,4,1,,0,,261,,1,5,KG,5,0,0,100,80
1000,CJSJ LTD,600072254,2600307,"SOCKET 1/4"" X 1/4""",1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,5,1,,0,,261,,1,10,PAC,10,0,0,100,90
1000,CJSJ LTD,600072254,'000000000095123427,TMEIC/8387/LST/50C600,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,6,1,,0,,261,,1,10,PAC,10,0,0,100,90
1000,CJSJ LTD,600072254,2600137,V' SEAL FOR 3TON FUR. HYDRAULIC CYLINDER,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,7,1,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600072254,2200189,REFRACTORY STRAIGHT ID F40X300mm LENGTH,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,8,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600072254,2601315,OIL SEAL 100X130X1,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,9,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600072254,2601128,BEARING UCFL207,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,10,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600072254,2600749,BALL BEARING 6307 2Z C3,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,11,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600072254,2200380,BREAKER SS - E 80X80-2.0,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,12,1,,0,,261,,1,5,PAC,5,0,0,100,80
1000,CJSJ LTD,600072254,2300031,SCRAP BORING/TURNING,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,13,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600072254,2601116,BEARING 6214,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,14,1,,0,,261,,1,20,NO,20,0,0,100,95
1000,CJSJ LTD,600072254,2200283,SLEEVE FEEDEX HD VS16,1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,15,1,,0,,261,,1,1,PAC,1,0,0,100,0
1000,CJSJ LTD,600072254,2500358,TRANSVERSE STRENGTH MACHINE DIGITAL,1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,16,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600072254,2500047,"MAN COOLER FAN DIA36"",3HP,3PHASE,1440RPM",1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,17,1,,0,,261,,1,8,NO,8,0,0,100,87.5
1000,CJSJ LTD,600072254,2600911,FLANGE FOR SHAKE OUT(BIG),1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,18,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600072254,2600812,"BEND CPVC 2""",1015,CJSJ Pearl,10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,19,1,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600072254,2601053,DR.BECK INSULATING GEL COAT,1001,"CJSJ Works, Nashik",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,20,1,,0,,261,,1,10,PAC,10,0,0,100,90
1000,CJSJ LTD,600072254,2600566,"BOLT ALLEN 5/8""X1½""",1004,"CJSJ Works, Mangrol",10001223,complete work,10,C_1100241,20-08-2025,20-08-2025,25-12-2024,25-12-2024,103915,21,1,,0,,261,,1,6,PAA,6,0,0,100,83.33333333
1000,CJSJ LTD,600073289,2500074,EXCELL SAND BUNKER- CAP: 10 MTS,1015,CJSJ Pearl,10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,1,1,,0,,261,,1,500,NO,500,0,0,100,99.8
1000,CJSJ LTD,600073289,2601072,PERNO PIN GOUJON BIG,1001,"CJSJ Works, Nashik",10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,2,,,0,,261,,1,46,PAA,46,0,0,100,97.82608696
1000,CJSJ LTD,600073289,2600781,BEARING 6306 2Z C3,1004,"CJSJ Works, Mangrol",10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,3,,,0,,261,,1,10,PAA,10,0,0,100,90
1000,CJSJ LTD,600073289,2600040,"V-PULLY 5"" 'B'TYPE 2GROOVE",1015,CJSJ Pearl,10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,4,,,0,,261,,1,3,PAA,3,0,0,100,66.66666667
1000,CJSJ LTD,600073289,2600362,WASHER P/NO:1613322300,1001,"CJSJ Works, Nashik",10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,5,,,0,,261,,1,46,NO,46,0,0,100,97.82608696
1000,CJSJ LTD,600073289,2600039,CIRCLIPS (2576) 32MM,1004,"CJSJ Works, Mangrol",10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,6,,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600073289,2600801,PLUMMER BLOCK BEARING P205,1015,CJSJ Pearl,10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,7,,,0,,261,,1,3,NO,3,0,0,100,66.66666667
1000,CJSJ LTD,600073289,2600513,V-BELT B74,1001,"CJSJ Works, Nashik",10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,8,,,0,,261,,1,46,NO,46,0,0,100,97.82608696
1000,CJSJ LTD,600073289,2600113,"ALLEN BOLT 3/8 X 3""",1004,"CJSJ Works, Mangrol",10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,9,,,0,,261,,1,10,NO,10,0,0,100,90
1000,CJSJ LTD,600073289,2600288,"COUPLING MS 3/8""",1015,CJSJ Pearl,10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,10,,,0,,261,,1,3,NO,3,0,0,100,66.66666667
1000,CJSJ LTD,600073289,2500118,CONTROL PANEL FOR RECLAMATION PLANT,1001,"CJSJ Works, Nashik",10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,11,,,0,,261,,1,50,PAA,50,0,0,100,98
1000,CJSJ LTD,600073289,'000000000095123436,TMEIC/8387/ID KEY/50C350,1004,"CJSJ Works, Mangrol",10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,13,,,0,,261,,1,50,NO,50,0,0,100,98
1000,CJSJ LTD,600073289,2500146,VIBRO FEEDER CUM SCREENING DEVICE,1015,CJSJ Pearl,10001271,,10,C_2104236,01-08-2025,01-08-2025,03-01-2025,03-01-2025,105928,14,,,0,,261,,1,50,NO,0,0,0,100,98
1000,CJSJ LTD,600079836,2200018,Stream Innoculant SMW605 (0.2-0.6mm),1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,13-01-2025,13-01-2025,113837,2,,,0,,261,,1,56.8,L,56.8,0,0,100,98.23943662
1000,CJSJ LTD,600081491,2200198,REFRACTORIES 50x75,1004,"CJSJ Works, Mangrol",10001600,belt replaced by new 10.09.2025,10,C_1100241,15-09-2025,15-09-2025,27-01-2025,27-01-2025,116615,1,1,,0,,261,,1,448,M,0,0,0,100,99.77678571
1000,CJSJ LTD,600081491,2500355,Sudhakar-50MM UPVC FABT,1015,CJSJ Pearl,10001600,belt replaced by new 10.09.2025,10,C_1100241,15-09-2025,15-09-2025,27-01-2025,27-01-2025,116615,2,1,,0,,261,,1,448,M,0,0,0,100,99.77678571
1000,CJSJ LTD,600083467,2600978,SHAKE OUT BEARING HOUSING END COVER,1001,"CJSJ Works, Nashik",10001235,"Running Inspection done, found OK",30,C_3000879,11-10-2025,11-10-2025,15-09-2025,15-09-2025,119313,1,,,0,,261,,1,38,KG,38,0,0,100,97.36842105
1000,CJSJ LTD,600083467,2500307,HP LAPTOP 430 G8 I7 16GB RAM 512 WIN-11,1004,"CJSJ Works, Mangrol",10001235,EMD DONE,10,C_3000879,11-10-2025,11-10-2025,15-09-2025,15-09-2025,119313,1,,,0,,261,,1,38,KG,38,0,0,100,97.36842105
1000,CJSJ LTD,600083492,2600076,CIRCLIPS-15MM,1015,CJSJ Pearl,10001247,Checked,10,C_1100169,10-09-2025,10-09-2025,20-08-2025,20-08-2025,119338,4,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600083492,'000000000095123438,TMEIC/8387/ID KEY/50CRCA,1001,"CJSJ Works, Nashik",10001247,Found ok,10,C_1100169,10-09-2025,10-09-2025,20-08-2025,20-08-2025,119338,4,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600083492,2600654,LOCTITE(THREAD LOCKER) BOTTLE,1004,"CJSJ Works, Mangrol",10001247,no abnormal,20,C_1100169,10-09-2025,10-09-2025,20-08-2025,20-08-2025,119338,4,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600083492,2601195,BEARING 6304- 2Z,1015,CJSJ Pearl,10001247,Found ok,30,C_1100169,10-09-2025,10-09-2025,20-08-2025,20-08-2025,119338,4,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600083492,2601025,NUT HEX MS M8.,1001,"CJSJ Works, Nashik",10001247,Found ok,40,C_1100169,10-09-2025,10-09-2025,20-08-2025,20-08-2025,119338,4,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600083492,2600728,IRON EXCHANGE HARDNESS WATER TEST-S.,1004,"CJSJ Works, Mangrol",10001247,to be check by PM CELL,50,C_1100169,10-09-2025,10-09-2025,20-08-2025,20-08-2025,119338,4,1,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600083492,2601289,JOINT RE END OIL SEAL TO CYL 33826111,1015,CJSJ Pearl,10001247,Found ok,60,C_1100169,10-09-2025,10-09-2025,20-08-2025,20-08-2025,119338,4,1,,0,,261,,1,1,NO,1,0,0,100,0
