Company Code,Company Name ,Plant Code,Plant Description,VendorNo,Currency,DELIVERYDATE,Location,Document Status,DOCUMENTSTATUS,GL Account,PO No,Vendor Nmae,VENDGROUP,Area ID,Date of Creation,CREATEDBY,TAPFPRIMARYADDRESSNAME,Total PO Value,DISCAMOUNT,DISCPERCENT,GRN Number,Material Code,Material Description,Line Amount,PRICEUNIT,Unit Price,Quantity,Sales Unit,Modification Test,Inventory Group,Comment,Vendor Comments,MODIFIEDBY,Line No,Contract Price,Contract End Date,FROMDIFF,TODIFF,PriceDiff,FinalImpact
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04223,INR,05-01-2025,Null,Purchase Order,Approved,EXP_VPP,7000036708,RAVI PRODUCTS,EXP,mlr,05-01-2025 05:40,C_1100244,RAVI PRODUCTS,57172,0,0,MLR-085038,'000000000092318171,GI 1 1/2 INCH PIPE.,39950,1,79.9,500,MTR,18-01-2025 04:53,PN001,NULL,NULL,C_1100244,57,70,31-01-2024,37,25,9.9,4950
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04223,INR,05-01-2025,Null,Purchase Order,Approved,EXP_VPP,7000036708,RAVI PRODUCTS,EXP,mlr,05-01-2025 05:40,C_1100244,RAVI PRODUCTS,57172,0,0,MLR-085038,'000000000092318171,GI 1 1/2 INCH PIPE.,39950,1,79.9,500,MTR,18-01-2025 04:53,PN001,NULL,NULL,C_1100244,59,74.85,31-01-2024,37,25,5.05,2525
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04223,INR,05-01-2025,Null,Purchase Order,Approved,EXP_VPP,7000036708,RAVI PRODUCTS,EXP,mlr,05-01-2025 05:40,C_1100244,RAVI PRODUCTS,57172,0,0,MLR-085038,'000000000092318171,GI 1 1/2 INCH PIPE.,39950,1,79.9,500,MTR,18-01-2025 04:53,PN001,NULL,NULL,C_1100244,58,69.94,31-01-2024,37,25,9.96,4980
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04223,INR,05-01-2025,Null,Purchase Order,Approved,EXP_VPP,7000036708,RAVI PRODUCTS,EXP,mlr,05-01-2025 05:40,C_1100244,RAVI PRODUCTS,57172,0,0,MLR-085038,'000000000092318171,GI 1 1/2 INCH PIPE.,39950,1,79.9,500,MTR,18-01-2025 04:53,PN001,NULL,NULL,C_1100244,44,70,31-01-2024,37,25,9.9,4950
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036444,'000000000092318053,CPVC 1 INCH BALL VALVE.,6000,1,100,60,EA,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,11,86,31-05-2024,2,146,14,840
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02275,INR,15-02-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057335,Grain Mart Foods Private Limited,EXP,bwd,08-01-2025 08:28,C_1100441,GRAIN MART FOODS PRIVATE LIMITED,441105,0,0,BWD-038936,'000000000092318159,GI 1 1/4 INCH PIPE.,26100,1,87,300,MTR,31-01-2025 11:35,PN001,NULL,NULL,C_1100441,7,79,31-01-2024,46,22,8,2400
1000,CJSJ LTD,1015,CJSJ Pearl ,GV03062,INR,04-01-2025,Chittorgarh,Purchase Order,Approved,EXP_VPP,6000057336,M S PRODUCTS (UNIT II),EXP,chg,04-01-2025 11:45,C_1100400,M S PRODUCTS (UNIT II),24900,0,0,CHG-052723,'000000000091500837,3574 RT ENDPLATE DE,9619,1,96.19,100,EA,20-01-2025 09:51,CHILDPT,NULL,NULL,C_1100400,20,96,31-01-2024,36,26,0.19,19
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,03-01-2025,Jaipur,Purchase Order,Approved,EXP_VPP,6000057337,Shree Govind Kirana Store,EXP,jpr,05-01-2025 08:27,C_1100244,SHREE GOVIND KIRANA STORE,5444,0,0,JPR-125859,'000000000092318064,AXLE BLADE DOUBLE SIDE.,1940,1,194,10,EA,08-01-2025 11:02,PN001,NULL,NULL,C_1100244,16,100,31-01-2024,37,25,94,940
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,03-01-2025,Jaipur,Purchase Order,Approved,EXP_VPP,6000057337,Shree Govind Kirana Store,EXP,jpr,05-01-2025 08:27,C_1100244,SHREE GOVIND KIRANA STORE,5444,0,0,JPR-125859,'000000000092318064,AXLE BLADE DOUBLE SIDE.,1940,1,194,10,EA,08-01-2025 11:02,PN001,NULL,NULL,C_1100244,17,88,28-02-2024,6,53,106,1060
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02965,INR,05-01-2025,Null,Purchase Order,Approved,EXP_VPP,4100068114,LAKSHMI INDUSTRIES,EXP,mlr,05-01-2025 05:46,C_1102091,LAKSHMI INDUSTRIES,143186,0,0,MLR-085059,'000000000092318176,GI 1 1/2 INCH MTA.,23000,1,230,100,EA,17-01-2025 08:32,PN001,NULL,NULL,C_1102091,12,215,31-01-2024,37,25,15,1500
1000,CJSJ LTD,1015,CJSJ Pearl ,GV11090,INR,05-01-2025,Gachirampara,Purchase Order,Approved,EXP_VPP,7100031618,Kanchanpur Multi-Purpose Co-operative Society Limited,EXP,ksh,05-01-2025 07:19,C_1109923,Kanchanpur Multi-Purpose Co-operative Society Limited,13477,0,0,KSH-035361,'000000000092318085,CPVC 1 1/4  INCH C-CLAMP.,7911.75,1,34.25,231,EA,09-02-2025 05:11,PN001,NULL,NULL,C_1109923,1,34,31-01-2024,35,25,0.25,57.75
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,05-01-2025,Jodhpur,Purchase Order,Approved,EXP_VPP,6000057292,Shree Govind Kirana Store,EXP,jdp,05-01-2025 09:11,C_1100534,SHREE GOVIND KIRANA STORE,11280,0,0,JDP-050431,'000000000092318075,CPVC 1 1/4  INCH BRASS FTA.,11280,1,940,12,EA,20-01-2025 07:31,PN001,NULL,NULL,C_1100534,23,930,31-01-2024,37,25,10,120
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036459,'000000000092318182,GI 1 1/2 INCH EX NIPPLE.,900,1,90,10,EA,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,57,80,31-05-2024,2,146,10,100
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04142,INR,05-01-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057293,Rakesh & Company,EXP,bhl,05-01-2025 12:28,C_1100625,RAKESH & COMPANY,7046,0,0,BHL-066921,'000000000092318078,CPVC 1 1/4  INCH BRASS TEE.,6200,1,62,100,EA,12-01-2025 06:05,PN001,NULL,NULL,C_1100625,7,58,31-01-2024,37,25,4,400
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09746,INR,06-01-2025,NULL,Purchase Order,Approved,GRP_MTL,6000057294,JIGANI - TAPF,GRP,vkh,06-01-2025 05:40,C_1100147,JIGANI - TAPF,5774,0,0,VKH-124111,'000000000092318176,GI 1 1/2 INCH MTA.,5773.5,1,230.94,25,EA,11-01-2025 05:08,PN001,NULL,NULL,C_1100147,64,230,31-05-2024,3,145,0.94,23.5
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09309,INR,07-01-2025,NULL,Purchase Order,Approved,GRP_MTL,6000057295,DELHI - Null - TAPF,GRP,ndl,08-01-2025 05:30,C_1100122,DELHI - Null - TAPF,36029,0,0,NDL-239795,'000000000092318062,1 INCH TO 1 INCH BRASS COLLAR.,8103.6,1,67.53,120,EA,23-01-2025 09:59,PN001,NULL,NULL,C_1100122,20,65,31-05-2024,7,143,2.53,303.6
1000,CJSJ LTD,1015,CJSJ Pearl ,GV05105,INR,05-01-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057339,Spice Rush,EXP,hkh,05-01-2025 05:34,C_1102091,SPICE RUSH,712800,0,0,HKH-190529,'000000000092318108,CPVC 2   INCH ELBOW.,11700,1,1170,10,EA,19-01-2025 08:57,PN001,NULL,NULL,C_1102091,73,1165,31-01-2024,37,25,5,50
1000,CJSJ LTD,1015,CJSJ Pearl ,GV10670,INR,03-01-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057296,Rishipal Gupta and sons,EXP,gle,03-01-2025 06:40,C_1100446,NULL,13837,0,0,GLE-131795,'000000000092318074,CPVC 1 1/4  INCH BRASS MTA.,2085.7,1,208.57,10,EA,15-01-2025 06:34,PN001,NULL,NULL,C_1100446,13,187,31-05-2024,2,148,21.57,215.7
1000,CJSJ LTD,1015,CJSJ Pearl ,GV10670,INR,03-01-2025,New Delhi,Purchase Order,Approved,EXP_VPP,6000057299,Rishipal Gupta and sons,EXP,dmc,03-01-2025 06:49,C_1100534,NULL,283844,0,0,DMC-172974,'000000000092318159,GI 1 1/4 INCH PIPE.,785.7,1,261.9,3,MTR,15-01-2025 07:37,PN001,NULL,NULL,C_1100534,23,248,31-01-2024,29,27,13.9,41.7
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04817,INR,18-01-2025,#NAME?,Purchase Order,Approved,EXP_VPP,6000057309,Shree Mahadev Trading Co,EXP,ror,03-01-2025 11:28,C_1102091,SHREE MAHADEV TRADING CO,599550,0,0,ROR-056050,'000000000092318132,GI 1 INCH FTA.,125250,1,83.5,1500,EA,11-01-2025 09:06,PN001,NULL,NULL,C_1102091,22,83,31-01-2024,29,27,0.5,750
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02222,INR,04-01-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057226,GLOBAL INDUSTRIES,EXP,hkh,04-01-2025 05:27,C_1100223,GLOBAL INDUSTRIES,380,0,0,HKH-189340,'000000000092318115,CPVC 2   INCH BALL VALVE.,380,1,38,10,EA,08-01-2025 10:17,PN001,NULL,NULL,C_1100223,40,37,31-05-2024,1,147,1,10
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02965,INR,04-01-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057227,LAKSHMI INDUSTRIES,EXP,hkh,04-01-2025 09:26,C_1100158,LAKSHMI INDUSTRIES,496380,0,0,HKH-189399,'000000000092318105,CPVC 1 1/2  INCH C-CLAMP.,8680,1,248,35,EA,19-01-2025 07:27,PN001,NULL,NULL,C_1100158,63,235,31-01-2024,36,26,13,455
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02222,INR,04-01-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057228,GLOBAL INDUSTRIES,EXP,jig,04-01-2025 11:13,C_1101392,GLOBAL INDUSTRIES,1290,0,0,JIG-092341,'000000000091500837,3574 RT ENDPLATE DE,1290,1,43,30,EA,10-01-2025 07:27,CHILDPT,NULL,Ragi Flour,C_1101392,40,40,31-01-2024,36,26,3,90
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,03-01-2025,Jaipur,Purchase Order,Approved,EXP_VPP,6000057337,Shree Govind Kirana Store,EXP,jpr,05-01-2025 08:27,C_1100244,SHREE GOVIND KIRANA STORE,5444,0,0,JPR-125854,'000000000092318172,GI 1 1/2 INCH UNION.,133.34,1,266.67,0.5,EA,08-01-2025 11:02,PN001,NULL,NULL,C_1100244,18,174,31-01-2024,37,25,92.67,46.335
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,03-01-2025,Jaipur,Purchase Order,Approved,EXP_VPP,6000057337,Shree Govind Kirana Store,EXP,jpr,05-01-2025 08:27,C_1100244,SHREE GOVIND KIRANA STORE,5444,0,0,JPR-125854,'000000000092318172,GI 1 1/2 INCH UNION.,133.34,1,266.67,0.5,EA,08-01-2025 11:02,PN001,NULL,NULL,C_1100244,3,174,31-01-2024,23,25,92.67,46.335
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,03-01-2025,Jaipur,Purchase Order,Approved,EXP_VPP,6000057337,Shree Govind Kirana Store,EXP,jpr,05-01-2025 08:27,C_1100244,SHREE GOVIND KIRANA STORE,5444,0,0,JPR-125854,'000000000092318172,GI 1 1/2 INCH UNION.,133.34,1,266.67,0.5,EA,08-01-2025 11:02,PN001,NULL,NULL,C_1100244,1,160,30-06-2024,0,176,106.67,53.335
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02176,INR,05-01-2025,NULL,Purchase Order,Approved,EXP_VPP,7000036705,Gayathri Associates,EXP,vkh,05-01-2025 06:37,C_1100158,GAYATHRI ASSOCIATES,409078,0,0,VKH-123760,'000000000092318041,CPVC 1 INCH UNION.,31687.5,1,48.75,650,EA,11-01-2025 12:17,PN001,NULL,NULL,C_1100158,30,48,31-01-2024,37,25,0.75,487.5
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036442,'000000000092318115,CPVC 2   INCH BALL VALVE.,79500,1,132.5,600,EA,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,2,119,31-05-2024,2,146,13.5,8100
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036443,'000000000092318145,GI 1/2 INCH TEE.,950,1,95,10,EA,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,27,89,31-05-2024,2,146,6,60
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036458,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,3450,1,690,5,EA,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,60,465,31-05-2024,2,146,225,1125
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02275,INR,15-02-2025,#NAME?,Purchase Order,Approved,EXP_VPP,6000057229,Grain Mart Foods Private Limited,EXP,pnv,06-01-2025 09:48,C_1109923,GRAIN MART FOODS PRIVATE LIMITED,472744,0,0,PNV-065174,'000000000092318159,GI 1 1/4 INCH PIPE.,28710,1,87,330,MTR,07-02-2025 09:46,PN001,NULL,NULL,C_1109923,7,79,31-01-2024,44,24,8,2640
1000,CJSJ LTD,1015,CJSJ Pearl ,GV03210,INR,06-01-2025,Bellary,Purchase Order,Approved,EXP_VPP,6000057230,MANGAL DEEP,EXP,bel,06-01-2025 05:58,C_1100169,MANGAL DEEP,1362180,0,0,BEL-179592,'000000000092318064,AXLE BLADE DOUBLE SIDE.,113970,1,131,870,EA,11-01-2025 06:40,PN001,NULL,NULL,C_1100169,14,120,31-01-2024,38,24,11,9570
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09309,INR,07-01-2025,NULL,Purchase Order,Approved,GRP_MTL,6000057295,DELHI - Null - TAPF,GRP,ndl,08-01-2025 05:30,C_1100122,DELHI - Null - TAPF,36029,0,0,NDL-239766,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,1441.14,1,480.38,3,EA,23-01-2025 09:59,PN001,NULL,NULL,C_1100122,14,468,31-05-2024,7,143,12.38,37.14
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09343,INR,07-01-2025,NULL,Purchase Order,Approved,GRP_MTL,6000057345,NEW DELHI - TAPF,GRP,ndl,08-01-2025 05:46,C_1100244,NEW DELHI - TAPF,57293,0,0,NDL-239803,'000000000092318172,GI 1 1/2 INCH UNION.,1095.25,1,219.05,5,EA,25-01-2025 11:12,PN001,NULL,NULL,C_1100244,5,150,31-05-2024,7,143,69.05,345.25
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09317,INR,09-01-2025,NULL,Purchase Order,Approved,GRP_MTL,6000057248,GOLE MARKET DELHI - TAPF,GRP,dmc,09-01-2025 04:38,C_1100529,GOLE MARKET DELHI - TAPF,5724,0,0,DMC-173904,'000000000092318079,CPVC 1 1/4  INCH BALL VALVE.,1571.4,1,157.14,10,EA,23-01-2025 06:31,PN001,NULL,NULL,C_1100529,18,138,31-05-2024,8,142,19.14,191.4
1000,CJSJ LTD,1015,CJSJ Pearl ,GV05105,INR,04-01-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057249,Spice Rush,EXP,jig,04-01-2025 10:56,C_1100225,SPICE RUSH,207675,0,0,JIG-092319,'000000000092318108,CPVC 2   INCH ELBOW.,29400,1,140,210,EA,11-01-2025 06:12,PN001,NULL,NULL,C_1100225,56,120,31-01-2024,36,26,20,4200
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02176,INR,05-01-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057340,Gayathri Associates,EXP,jig,05-01-2025 07:25,C_1100625,GAYATHRI ASSOCIATES,205750,0,0,JIG-092773,'000000000092318041,CPVC 1 INCH UNION.,14625,1,48.75,300,EA,19-01-2025 10:13,PN001,NULL,NULL,C_1100625,30,48,31-01-2024,37,25,0.75,225
1000,CJSJ LTD,1015,CJSJ Pearl ,GV03436,INR,05-01-2025,Null,Purchase Order,Approved,EXP_VPP,6000057341,MUKUNDA DAMODHAR HEGDE  BROS,EXP,mlr,05-01-2025 05:20,C_1100484,MUKUNDA DAMODHAR HEGDE  BROS,943180,0,0,MLR-085005,'000000000092318085,CPVC 1 1/4  INCH C-CLAMP.,133900,1,50,2678,EA,19-08-2025 09:49,PN001,item not received,NULL,C_1100484,38,45,31-01-2024,37,25,5,13390
1000,CJSJ LTD,1015,CJSJ Pearl ,GV10670,INR,15-01-2025,Gorakhpur,Purchase Order,Approved,EXP_VPP,6000057250,Rishipal Gupta and sons,EXP,gkp,15-01-2025 09:21,C_1100400,NULL,75800,0,0,GKP-077043,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,22619,1,452.38,50,EA,27-01-2025 06:10,PN001,NULL,NULL,C_1100400,13,450,30-06-2024,0,166,2.38,119
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04935,INR,30-12-2023,Jaipur,Purchase Order,Approved,EXP_VPP,6000057251,Shri Laxmi Kirana Store,EXP,jpr,30-12-2023 10:30,C_1100361,SHRI LAXMI KIRANA STORE,33164,0,0,JPR-125517,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,5657.1,1,188.57,30,EA,17-02-2025 11:46,PN001,short close,NULL,C_1100361,4,188,31-12-2023,59,0,0.57,17.1
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04817,INR,17-01-2025,#NAME?,Purchase Order,Approved,EXP_VPP,4100068061,Shree Mahadev Trading Co,EXP,ror,04-01-2025 15:51,C_1100529,SHREE MAHADEV TRADING CO,11100,0,0,ROR-056652,'000000000092318085,CPVC 1 1/4  INCH C-CLAMP.,11100,1,37,300,EA,02-02-2025 11:13,PN001,NULL,NULL,C_1100529,30,36.5,31-01-2024,30,26,0.5,150
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,03-01-2025,Jaipur,Purchase Order,Approved,EXP_VPP,6000057243,Shree Govind Kirana Store,EXP,jpr,05-01-2025 05:30,C_1100244,SHREE GOVIND KIRANA STORE,787,0,0,JPR-125776,'000000000092318150,GI 3/4 INCH ELBOW.,152.38,1,304.76,0.5,EA,10-01-2025 12:30,PN001,NULL,for Award Ceremony,C_1100244,6,175,31-01-2024,37,25,129.76,64.88
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,03-01-2025,Jaipur,Purchase Order,Approved,EXP_VPP,6000057243,Shree Govind Kirana Store,EXP,jpr,05-01-2025 05:30,C_1100244,SHREE GOVIND KIRANA STORE,787,0,0,JPR-125776,'000000000092318150,GI 3/4 INCH ELBOW.,152.38,1,304.76,0.5,EA,10-01-2025 12:30,PN001,NULL,for Award Ceremony,C_1100244,7,175,28-02-2024,10,53,129.76,64.88
1000,CJSJ LTD,1015,CJSJ Pearl ,GV04790,INR,03-01-2025,Jaipur,Purchase Order,Approved,EXP_VPP,6000057243,Shree Govind Kirana Store,EXP,jpr,05-01-2025 05:30,C_1100244,SHREE GOVIND KIRANA STORE,787,0,0,JPR-125776,'000000000092318150,GI 3/4 INCH ELBOW.,152.38,1,304.76,0.5,EA,10-01-2025 12:30,PN001,NULL,for Award Ceremony,C_1100244,1,152.38,06-01-2024,0,0,152.38,76.19
1000,CJSJ LTD,1015,CJSJ Pearl ,GV05268,INR,05-01-2025,Null,Purchase Order,Approved,EXP_VPP,7100031617,SRI VARADHARAJA AGENCIES,EXP,mlr,05-01-2025 05:27,C_1100241,SRI VARADHARAJA AGENCIES,594829,0,0,MLR-085036,'000000000092318068,CPVC 1 1/4  INCH LONG BEND.,5100,1,255,20,EA,18-01-2025 05:01,PN001,NULL,NULL,C_1100241,51,230,31-01-2024,37,25,25,500
1000,CJSJ LTD,1015,CJSJ Pearl ,GV02275,INR,15-02-2025,NULL,Purchase Order,Approved,EXP_VPP,6000057244,Grain Mart Foods Private Limited,EXP,tna,05-01-2025 11:41,C_1100534,GRAIN MART FOODS PRIVATE LIMITED,509434,0,0,TNA-055407,'000000000092318159,GI 1 1/4 INCH PIPE.,41760,1,87,480,MTR,30-01-2025 08:40,PN001,NULL,GROCERY_MDM_150124-140224,C_1100534,7,79,31-01-2024,43,25,8,3840
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036439,'000000000093500111,SIEMENS/3273/DCR-720/50C470/IP,3800,1,76,50,EA,09-01-2025 07:15,CHILDPT,NULL,NULL,C_1100534,10,70,31-05-2024,2,146,6,300
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036449,'000000000092318047,CPVC 1 INCH FTA.,13800,1,138,100,EA,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,13,132,31-05-2024,2,146,6,600
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036452,'000000000092318126,GI 1 INCH PIPE.,13700,1,685,20,MTR,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,59,565,31-05-2024,2,146,120,2400
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036456,'000000000092318130,GI 1 INCH 45 DEGREE BEND.,405,1,810,0.5,EA,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,79,625,31-05-2024,2,146,185,92.5
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,05-01-2025,NULL,Purchase Order,Approved,GRP_MTL,7100031613,HARE KRISHNA HILL - TAPF,GRP,gah,05-01-2025 04:27,C_1100534,HARE KRISHNA HILL - TAPF,289439,0,0,GAH-036462,'000000000092318176,GI 1 1/2 INCH MTA.,5875,1,235,25,EA,09-01-2025 07:15,PN001,NULL,NULL,C_1100534,64,230,31-05-2024,2,146,5,125
1000,CJSJ LTD,1015,CJSJ Pearl ,GV03436,INR,05-01-2025,Null,Purchase Order,Approved,EXP_VPP,6000057245,MUKUNDA DAMODHAR HEGDE  BROS,EXP,mlr,05-01-2025 05:25,C_1100567,MUKUNDA DAMODHAR HEGDE  BROS,10050,0,0,MLR-085010,'000000000092318085,CPVC 1 1/4  INCH C-CLAMP.,7650,1,51,150,EA,23-01-2025 12:03,PN001,NULL,NULL,C_1100567,36,50,31-01-2024,37,25,1,150
1000,CJSJ LTD,1015,CJSJ Pearl ,GV10670,INR,10-01-2025,Delhi,Purchase Order,Approved,EXP_VPP,6000057246,Rishipal Gupta and sons,EXP,ndl,10-01-2025 06:53,C_1100868,NULL,5960,0,0,NDL-241959,'000000000092318109,CPVC 2   INCH 90 DEGREE BEND.,5676.2,1,283.81,20,EA,15-01-2025 09:28,PN001,NULL,NULL,C_1100868,22,280,31-01-2024,36,20,3.81,76.2
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09321,INR,11-01-2025,NULL,Purchase Order,Approved,GRP_MTL,4100068064,HARE KRISHNA HILL - TAPF,GRP,gah,11-01-2025 10:55,C_1100158,HARE KRISHNA HILL - TAPF,367864,0,0,GAH-037642,'000000000092318182,GI 1 1/2 INCH EX NIPPLE.,540,1,90,6,EA,18-01-2025 06:51,PN001,NULL,NULL,C_1100158,57,80,31-05-2024,8,140,10,60
1000,CJSJ LTD,1015,CJSJ Pearl ,GV03800,INR,11-01-2025,Bellary,Purchase Order,Approved,EXP_VPP,5400005932,Pavan Stores,EXP,bel,11-01-2025 11:16,C_1101681,PAVAN STORES,73043,0,0,BEL-182480,'000000000092318179,GI 1 1/2 INCH TEE.,1700,1,850,2,EA,19-01-2025 07:00,PN001,NULL,NULL,C_1101681,69,785,31-01-2024,43,19,65,130
1000,CJSJ LTD,1015,CJSJ Pearl ,GV10670,INR,15-01-2025,Gorakhpur,Purchase Order,Approved,EXP_VPP,6000057250,Rishipal Gupta and sons,EXP,gkp,15-01-2025 09:21,C_1100400,NULL,75800,0,0,GKP-077046,'000000000092318076,CPVC 1 1/4  INCH COLLAR.,1419.05,1,283.81,5,EA,27-01-2025 06:10,PN001,NULL,NULL,C_1100400,9,263,31-01-2024,45,15,20.81,104.05
1000,CJSJ LTD,1015,CJSJ Pearl ,GV10670,INR,15-01-2025,Gorakhpur,Purchase Order,Approved,EXP_VPP,6000057250,Rishipal Gupta and sons,EXP,gkp,15-01-2025 09:21,C_1100400,NULL,75800,0,0,GKP-077043,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,22619,1,452.38,50,EA,27-01-2025 06:10,PN001,NULL,NULL,C_1100400,10,450,30-06-2024,0,166,2.38,119
1000,CJSJ LTD,1015,CJSJ Pearl ,GV10670,INR,15-01-2025,Gorakhpur,Purchase Order,Approved,EXP_VPP,6000057250,Rishipal Gupta and sons,EXP,gkp,15-01-2025 09:21,C_1100400,NULL,75800,0,0,GKP-077043,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,22619,1,452.38,50,EA,27-01-2025 06:10,PN001,NULL,NULL,C_1100400,15,450,30-06-2024,0,166,2.38,119
1000,CJSJ LTD,1015,CJSJ Pearl ,GV01969,INR,10-01-2025,NULL,Purchase Order,Approved,EXP_VPP,5400005931,DONATION IN KIND,GOV,vkh,10-01-2025 10:01,C_1100158,DONATION IN KIND,38341,0,0,VKH-126991,'000000000092318085,CPVC 1 1/4  INCH C-CLAMP.,13612.5,1,49.5,275,EA,17-01-2025 12:22,PN001,NULL,RECEIVED IN KIND DONATION,C_1100158,1,47.5,31-01-2024,42,20,2,550
